0,Review,Liked
" दूसरी ओर आदित्य की मां रिया को जरा भी पसंद नहीं करती

"," On the other hand, Aditya's mother does not like it one bit Rhea

",-1
" दूसरी ओर, अगर कोई मेकर इस भीड़ से दूर होकर कुछ नया और लीक से हटकर करने की कोशिश करता है, तो मुनाफा कमाना तो दूर वह अपनी फिल्म की कास्ट भी वसूल नहीं पाता

"," On the other hand, if a player tries to break away from the crowd to move away from something new and leaks, so profit is not able to recover even from the cast of his film

",-1
" दूसरी ओर, राजनीति को बिजनेस समझने वाला प्रदेश का मिनिस्टर बलराम सिंह (मनोज बाजपेयी) किसी भी तरह सत्ता तक पहुंचना चाहता है

"," On the other hand, politics and business to understand the region's minister Balram Singh (Manoj Bajpai) is any need to reach such power

",-1
" अच्छी शुरुआत के बाद फिल्म दोहराव का शिकार हो जाती है और कहानी खिंची हुई लगती है

"," After a good start is a victim of film duplication and story seemed to stretch

",-1
" दूसरी ओर, रोहन इस रिश्ते से जरा भी खुश नहीं है

"," On the other hand, Rohan is not happy at all with this relationship

",-1
" दूसरी ओर, लीला की मां अपने बेटे की हत्या का बदला पूरे रजाड़ी खानदान से लेने पर आमादा हैं

"," On the other hand, Leila's mother is intent on taking the whole family Rjadi avenge the murder of his son

",-1
" दूसरी ओर, समीरा गिप्पी को तंग करने का कोई मौका नहीं छोड़ती

"," No chance leaves to pester the other hand, Samira Gippi

",-1
" दूसरी और अनीता का अफेयर पहले से सैम (विशाल) के साथ चल रहा है, लेकिन विशाल भी जब किसी और दूसरे को चाहने लगता है तो दोनों का ब्रेकअप हो जाता है

"," Second and running with Anita's affair before Sam (huge), but the vast gets two break when any other feel loved

",-1
" दूसरी तरफ, इस फिल्म में ऐसा कोई गाना नहीं जो हॉल से बाहर निकलने के बाद आपको याद रहे

"," The other side, you remember after no song in this film out of the hall

",-1
" दूसरी तरफ, फिल्म को प्रदर्शित करने वाले थिएटर संचालकों की मानें तो अगर फिल्म का टाइटल 'मक्खी' के बजाय दूसरा होता तो बॉक्स ऑफिस का नजारा कुछ और होता

"," On the other hand, the movie, according to theater operators to show that the film title ""fly"" instead of the second box-office view is something else

",-1
" दूसरी बार कमिटी ने जब फिल्म देखनी शुरू की तो सेंसर कमिटी एकमत से फिल्म को क्लियर करने के मूड में नहीं थी

"," Second committee of the film began to see sensor committee was not in the mood to clear the film unanimous

",-1
" देव गोयल को अभी ऐक्टिंग की एबीसी सीखनी होगी

"," Dev Goel will learn the ABC still acting

",-1
" दो घंटे से कम अवधि की फिल्म में भी आप बोरियत महसूस करें तो इस डायरेक्टर की नाकामी ही कहा जाएगा

"," You feel boredom in short film of two hours will be added as the failure of the Director

",-1
" दोनों के खानदान के बीच जानी दुश्मनी है

"," Hostility be between the family

",-1
" अच्छे से बात करते हुए वे अचानक चिल्लाने लगते हैं

"," The good thing, they are shouting suddenly

",-1
" दोनों के बीच स्कूल टाइम से चली आ रही उल्टी-सीधी बातें फिर उठने लगती है

"," Back to school time between perverse things again rises

",-1
" दोनों संप्रदाय के लोग एक-दूसरे के खून के प्यासे बन चुके है

"," Both sect of people have become thirsty for the blood of each other

",-1
" दोस्तों के साथ अक्सर मौज-मस्ती करने वाला जिंदादिल मंजुनाथ गुम होने से कुछ दिन पहले अचानक गुमसुम और डरा-डरा रहने लगा था

"," With friends, often hanging out with Warm Manjunath suddenly moony few days before vanishing and being scared-scared was

",-1
" दोहराव वाले दृश्यों के कारण फिल्म बेहद लंबी लगती है

"," The repetitive sequences film seems extremely long

",-1
" धन और समय की जमकर बर्बादी होती है

"," Fiercely waste of money and time

",-1
" न जाने क्यों इस फिल्म पर सेंसर जरूरत से कहीं ज्यादा मेहरबान रहा, तभी तो  सोनल चौहान और नील के लंबे लिप टु किस सीन्स और इन पर फिल्माए सेक्सी बेदिंग टब सीन और मृणालिनी शर्मा के हॉट बेडरूम एमएमएस पर भी सेंसर ने कैंची नहीं चलाई

"," Somehow I am more generous than you need sensors on the film, why Sonal Chauhan and Neil long lip to which scenes and filmed these sexy Beding tub scene and drove the scissors the sensor on hot bedroom MMS Mrinalini Sharma

",-1
" न तो मनीषा ने खुद को फिल्मों में वापसी के लायक किया और न ही उनके किरदार में जरा भी दम था

"," Neither Manisha had the slightest merit has fit himself back in the movies nor their role

",-1
" नंदिता की खूबसूरती का जादू बाला और विक्रम पर कुछ ज्यादा ही चलता है और दोनों उसकी ओर खिंचे चले आते हैं

"," Is too runs on magic Bala beauty Nandita and Vikram and come away both drawn to him

",-1
" नताशा के रोल में इरिका बीच-बीच में नजर आई लेकिन ऐसा कुछ नहीं किया जो दर्शकों की हमदर्दी बटोर सके

"," Watch Natasha at Erica intermittent roll came but did nothing to elicit sympathy from the audience

",-1
" नतीजा शुरुआती शोज में फिल्म को औसतन बीस से तीस फीसदी की कमजोर ओपनिंग मिली

"," The result was a weak opening of thirty percent on average twenty to film in early shows

",-1
"  जवाबदारी बहुत बढ़ जाती है

","  Responsibility greatly increases

",-1
" अजब-गजब लव स्टोरी, फालतू में जैकी को रोमांटिक इमेज में पेश किया तो अब जब उन्हें लगा कि बॉक्स ऑफिस पर एक्शन हीरो की डिमांड बढ़ी है, तो झट से साहबजादे को एक्शन हीरो बनाकर पेश कर दिया

"," Strange-wonderful love story, then introduced into the image romantic Jackie surplus is now increased demand when they felt action hero at the box office, so forthwith Sahbjade been introduced into the action hero

",-1
" नमक हलाल के गीत ‘थोड़ी सी जो पी ली है’ को बहुत ही बुरे तरीके से गाया और पेश किया गया है

"," Songs Namak Halal 'has little to drink has been introduced very rendered the hard way and

",-1
" नरगिस और इलियाना ने बस हीरो के साथ डांस करने और अपनी ब्यूटी को कैमरे के सामने परोसने का काम किया

"," Nargis and Ileana has just the bare front to dance with the hero and the camera to your beauty

",-1
" नशा उतरते ही वह सूट-बूट धारी बिज़नेस मैन बन जाता है और किसानों से जमीन छिन कर उस पर इंडस्ट्री, मॉल बनाने की सोचता है

"," Intoxication is the moment that suits stripe business become man and take away land from farmers thinks making industry, mall on

",-1
" नसीरुदीन शाह पूरी फिल्म में बेहद बुझे-बुझे लगे हैं

"," Nsirudin Shah in the film were extremely blow-blow

",-1
" नागापुरम एक ऐसा छोटा सा शहर है, जहां नगोरी (प्रकाश राज) का आतंक है

"," Nagapurm is a small town, where Ngori (Prakash Raj) is a horror

",-1
" नायक और नायिका एक दूसरे के दुश्मन हैं

"," The hero and heroine are enemies of each other

",-1
" नायक-नायिका के बीच प्यार का पनपना थोड़े से और ताकतवर ढंग से स्थापित किया गया होता तो बेहतर रहता

"," Heroes thrive love between the heroine would have been slightly more established powerful way to better lives

",-1
" नि:संदेह उसने नेमिन  नामक शेर को मार डाला था, नौ सिर वाले नाग की हत्या कर दी थी, इनके सहित बारह ऐसे कारनामे किए थे जो आम इंसान के बस में नहीं थे,  लेकिन आखिरकार वह भी एक इंसान है

"," No doubt he had killed a lion called Nemin, was murdered nine-headed serpent, twelve, including had such exploits were not just ordinary people, but ultimately he is a man

",-1
" निखिल के पिता को पसंद नहीं है कि उनका बेटा कोई छोटा-मोटा काम करे

"," Do not like Nikhil's father that his son could no small task

",-1
" निर्देशक के तौर पर पहली फिल्म करने वाले शादाब मिर्जा ने कोशिश तो की है की डांस बार और वहां के लोगों की कहानी   दर्शाने की लेकिन इसमें वह नाकाम दिखते नजर आए

"," Shadab Mirza who first film as a director then tried to dance once more but to show the story of the people there seemed to show he did not

",-1
" अतुल ने करियर के शुरुआती दौर में मुश्किल कहानी चुन तो ली, लेकिन वह उनके लिए समेटना मुश्किल हो गया

"," Atul had to choose difficult story in the early stages of his career, but he found it difficult to crimp their

",-1
" निर्देशक के पास ज्यादा दिखाने के लिए कुछ नहीं था इसलिए संवादों के जरिए फिल्म को खींचा गया

"," The director had nothing to show so much drawn to the film through dialogues

",-1
" निर्देशक के रूप में श्रीराम राघवन का नाम होने से एक इं‍टेलिजेंट थ्रिलर की उम्मीद जागना भी स्वाभाविक है और यहां भी फिल्म अपेक्षा पर खरी नहीं उतरती

"," Wake expect an intelligent thriller by Sriram Raghavan's name as director is natural and there is also not compliant with the film expected

",-1
" निर्देशक ये बात भूल गए कि ये मैंच इंग्लैंड में खेला गया था और उस समय भारत में रात हो गई थी

"," Director It was played in the matter forgotten that they finished the England and went to that night in India

",-1
" निर्देशक विशाल म्हाडकर का प्रस्तुतिकरण जरूर ठीक-ठाक है और इस कारण कुछ हद तक फिल्म में दिलचस्पी बनी रहती है, लेकिन कमजोर स्क्रिप्ट के कारण उनका डायरेक्शन भी प्रभावित हुआ है

"," Director large Mhadkr presentation must OK and the cause remains interested in the film somewhat, but has also affected their direction due to weak script

",-1
" निर्देशन: इस बार भी उन्होंने वहीं कुछ किया जो बरसों पहले गोविंदा को लेकर करते आए

"," Direction: this time he did what they had to do with Govinda years ago

",-1
" निशा को यकीन हो जाता है कि बंगले में विक्रम और उसके अलावा कोई तीसरा यानी भूत भी है

"," Vikram and his bungalow that Nisha is convinced there is no third or ghosts

",-1
" नीना से मिलने के बाद मिस्टर जो को खुराना के बारे में ऐसी जानकारी मिलती है, जिसे जानकर वह हक्काबक्का रह जाता है

"," After Nina Mr which receives information about Khurana, which is knowing he was astonished

",-1
" नीलेश और मधु के मिलने वाले और सड़क पर टहलने वाले दृश्य कुछ ज्यादा ही लंबे हो गए हैं

"," Nilesh and views walk trickling honey and outdoors can become too long

",-1
" नूपुर ने ऋषि कपूर और सोनम कपूर के बीच की केमिस्ट्री को अच्छी तरह से पेश किया लेकिन कहानी की बेहद सुस्त रफ्तार के चलते, यह केमिस्ट्री कुछ देर बाद बोर करने लगती है

"," Nupur presented well by the chemistry between Rishi Kapoor and Sonam Kapoor but due to extremely slow pace of the story, this chemistry is later determined to bore

",-1
" नेता, पुलिस, वकील और जज का फर्ज है कि वे आम इंसान की मदद करें, लेकिन उनके लिए ये आम आदमी एक बकरा है, जिसका जी भर कर वे शोषण करते हैं

"," Leader, to help the duty of the police, prosecutor and judge that they ordinary man, but for them the common man has a goat, which are filling they exploit

",-1
" अधिक पैसा कमाने के चक्कर में अपराध के दलदल में घुस जाते हैं

"," Earn more money affair would go into the quagmire of crime

",-1
" नेहा धूपिया अभी तक अभिनय नहीं सीख पाई

"," Neha Dhupia did not learn acting yet

",-1
" पंचगनी में अमोल ने इस फिल्म की शूटिंग शुरू भी कर दी थी, तभी खबर आई कि आमिर ने अमोल से निर्देशन की कमान वापस ले ली और खुद फिल्म को डायरेक्ट करने का फैसला किया

"," In Panchgani Amol had even started shooting, then the news came that Aamir took back control of the direction of Amol and the movie itself decided to direct

",-1
" पंडित और नदीम को जब रकम नहीं मिलती तो वह उसके घर में ही डेरा डाल देते हैं

"," Then the priest and Nadeem when money does not have a camp in his home

",-1
" पति को लगता है कि उसकी बीवी पर बच्चे की मां  हावी हो गई है

"," Husband went to find the rule that the mother of the child to his wife

",-1
" पति ये समझने की  कोशिश नहीं करता कि अब उसकी पत्नी मां भी है

"," Husband does not try to understand that now is his wife, mother

",-1
" पम्मी का इकलौता बेटा अपने छोटे से घर में मुकेश के आने से जरा भी खुश नहीं है

"," Pammi's only son is not too happy with my little bit coming home Mukesh

",-1
" पर, इस फिल्म को मिली जबर्दस्त नाकामी ने उन्हें झकझोर दिया

"," However, given the film a big failure gave him shaken

",-1
" पर्सनल लाइफ में बेहद अपसेट माही किसी दूसरी हिरोइन की फिल्म झपटने की सभी तिकड़म जानती है

"," Personal life is extremely upset Mahi knows all the tricks of film grabbing a second heroin

",-1
" पहला भाग एवरेस्ट की चढ़ाई की तरह थका देने वाला है, इंटरवल से पहले फिल्म की गति बेहद धीमी है

"," The first part is fatiguing like climbing Everest, the speed of the film before the interval is extremely slow

",-1
" पहला सुपरस्टार विजय और दूसरा VFX का हद से ज्यादा दिखावा

"," The first superstar Vijay and other VFX extent splash over

",-1
" अधूरा क्लाइमेक्स, रणदीप-सारा की कमजोर ऐक्टिंग फिल्म के माइनस पॉइंट हैं

"," Unfinished climax, the minus point Randeep-all weak acting film

",-1
" पहली तो ये कि वे डॉक्टर के पास जाएं और दिमागी हालत की जांच करवाएं कि वास्तव में ऐसा हो रहा है या नहीं?

"," The first is that they go to a doctor and getting it exactly Get examine mental condition or not?

",-1
" पहली फिल्म की प्रक्रिया पूरी तरह से अव्यवस्थित थी

"," Debut process was completely disorganized

",-1
" पहली बार ‘द इटालियन जॉब’ के अधिकार खरीदकर इसका हिंदी संस्करण बनाया तो मामला बुरी तरह गड़बड़ा गया

"," First created 'The Italian Job' right to buy its Hindi version was the case awry badly

",-1
" पहली रील में ही पता चल जाता है कि हीरो का टारगेट है बदला लेना

"," Revenge is a target of the hero is revealed as the first reel

",-1
" पहले तो तीनों अपनी-अपनी बीवियों को साथ ले जाना चाहते है, लेकिन किसी ना किसी वजह से किसी की भी वाइफ इनके साथ जाने को राजी नहीं होती

"," First three to take his side to their wives, but it does not convince some reason to go with the wife by a

",-1
" पाकिस्तान की यंग एक्टिविस्ट को कई तरह के हमलों का शिकार होना पड़ा है

"," Pakistan's young activists have had to be a victim of several attacks

",-1
" पिंकी के रोल में नेहा पवार ने अनुष्का शर्मा के स्टाइल को कॉपी करने की कोशिश की है

"," The role of Pinky Neha Pawar has tried to copy the style of Anushka Sharma

",-1
" पिंकी को लेकर सोनू और विकी में झगड़ा होता है

"," The Pinky's fight Sonu and Wiki

",-1
" पिछली फिल्म के मुकाबले सीक्वल के गर्मागर्म दृश्यों पर इस दफा सेंसर की कैंची खूब चली, इसलिए इस बार माही गिल के ज्यादा हॉट सीन्स देखने की चाह में थिएटर जाने वाले अपसेट होंगे

"," Went on hotly views sequel compared to the previous film will this time sensors of scissors, so this time mahi are upset that theater want to see more hot scenes Gill

",-1
" पिछली फिल्म में बुरी तरह से घायल राजा आदित्य प्रताप सिंह (जिम्मी शेरगिल) अब व्हील चेयर पर है

"," Badly injured in the previous film, Raja Aditya Pratap Singh (Jimmy Shergill) is now on a wheelchair

",-1
" अनिल कपूर को ऐसी भूमिका में रखा गया, जिसमें करने के लिए कुछ था ही नहीं

"," Anil Kapoor was placed in a role that not only had some

",-1
" पिछले कुछ सालों से लगातार घाटे की वजह से इकबाल की सर्कस कंपनी बंद होने की कगार पर पहुंच चुकी है

"," Iqbal circus due to continuous losses over the past few years, the company has reached the brink of closure

",-1
" पिछले साल प्रभुदेवा ने जब इस फिल्म को स्टार्ट किया तो फिल्म का टाइटल 'नमक' रखा गया, शूटिंग शेड्यूल पूरा हुआ तो प्रड्यूसर और फिल्म की डिस्टिब्यूशन कंपनी को इस टाइटल में दम नजर नहीं आया

"," Last year, Prabhu Deva when the film title of the film, the start was 'salt', the shooting schedule unscathed so producer and film Distibusn company did not seem to merit the title

",-1
" पिछले हफ्ते इसी दशक में रिलीज़ हुई 'हिम्मतवाला' के रीमेक को दर्शकों और क्रिटिक्स ने धो दिया

"," Viewers remake of last week was released in the early 'courageous' and Critics have washed

",-1
" पिता की मौत के बाद अब तीन छोटे भाई-बहनों, दादी और मां (नेहा जोशी) की जिम्मेदारी अब गरीब अर्जुन (पार्थो गुप्ते) पर है

"," After the father's death now responsible for three younger siblings, grandmother and mother (Neha Joshi) is poor Arjun (Partho Gupte)

",-1
" पिता-पुत्र का सामना होता है दो राक्षसों से जिनकी खुराक रेडिएशन है और जो पल भर में विश्व भर में तबाही मचा देते हैं

"," Father and son are facing is that radiation doses from two demons who have created havoc around the globe in a moment

",-1
" पीटर के निर्देशन में बनी यह पहली ऐसी फिल्म है, जो पौने तीन घंटे की है

"," Peter made under the direction of the first film, which is a quarter of three hours

",-1
" पुलिस के  सामने मिकी के हैकिंग एबिलिटी को दिखाने वाला सीन भी बचकाना है

"," The police show hacking ability Mickey a scene too childish

",-1
" पुलिस, अंडरवर्ल्ड, एनकाउंटर को लेकर वे इतनी फिल्में बना चुके हैं कि इस बारे में उनकी सोच अब जवाब दे गई है

"," Police, with the underworld, encounter they have made such movies that their thinking about this went respond now

",-1
" पूजा गुप्ता को कुछ करने का मौका तक नहीं मिला

"," Worship did not get the chance Gupta something

",-1
" पूजा गुप्ता ने एक्टिंग से ज्यादा ध्यान खूबसूरती दिखाने में लगाया है

"," Puja Gupta is charged in the show focus beautifully acting

",-1
" अनोखी अब दीनानाथ को ब्लैकमेल करके उससे अपने राजनीतिक ड्रीम को साकार करने के लिए पचास करोड़ रूपये की रकम की डिमांड करती है

"," Unique now demand fifty crores of money to realize his political dream her by blackmailing dinanath

",-1
" पूरी कोशिश करने के बावजूद भी उसके चेहरे पर भाव नहीं आ पा रहे थे

"," Were unable to come to expression on his face despite the best

",-1
" पूरी तरह ऐक्शन से मालामाल इस 'पुलिसगिरी' में कहानी ढूंढने की कोशिश करेंगे तो अपसेट ही होंगे

"," Fully will try to find the story in the rich 'Policegiri ""the action will be very upset

",-1
" पूरी फिल्म में अदिति राव हैदरी और सारा लॉरेन के बीच कैमरे के सामने अपनी ब्यूटी को ज्यादा से ज्यादा परोसने की होड़ लगी रही

"," Throughout the film, Aditi Rao Hydari and the camera between Sarah Lauren front than their beauty been vying to serve more

",-1
" पूरी फिल्म में एक जैसा एक्सप्रेशन लिए वे घूमती रहती हैं

"," In the film they are moving to a similar expression

",-1
" पूरी फिल्म में हर कोई उनकी ठुकाई करने में लगा है

"," Everyone in the film have engaged in their hiding

",-1
" पूरी फिल्म यूपी की राजनीति में अपना दबदबा रखने वाले बाहुबली नेता और उसके परिवार के इर्द-गिर्द घूमती है, लेकिन चालू मसालों और बॉक्स ऑफिस पर बिकाऊ मसालों को ज्यादा से ज्यादा परोसने के चक्कर में डायरेक्टर अपने सब्जेक्ट से ऐसे भटके कि फिल्म सी क्लास मसाला फिल्म बनकर रह गई

"," The entire film revolves around the strongman leader who dominated state politics and his family, but on spices and box office Available director affair serving more spices thrown some of his subject that film C Class spice went become film

",-1
" पूरे ढाई घंटे तक नीलेश और मधु तरह-तरह की परिस्थितियों में फंसते है

"," Is trapped in Nilesh and conditions of honey like the entire two and a half hours

",-1
" पेइंग गेस्ट बन कर रहने वाला प्रसंग  और वीर दास द्वारा निभाया गया किरदार स्क्रिप्ट में बेवजह ठूंसा गया है

"," PG become living context and played by Vir Das has played inexplicably script has forced

",-1
" पैसों की भूख मिटाने के लिए वह अपनी बेटी बिजली की शादी भी एक नेता के बेटे से तय कर देता है ताकि उसे लाभ हो

"," To erase a money-hungry his daughter lightning marriage makes sure the son of a leader so that it benefits

",-1
" पौराणिक कथाओं के शैतानी के देवता लौकी द्वारा इंसानों का उपहास बनाना और हल्क द्वारा उसकी पिटाई पर दर्शक सिनेमा हॉल सिर पर उठा लेते हैं

"," Making fun of people by evil god gourd mythology and pick up at the viewer cinema heads to his beating by Hulk

",-1
" अनोखी एक दिन दीनानाथ को वह सीडी दिखाती है जिसमें दीनानाथ बेड पर अनोखी के साथ सेक्स करता नजर आ रहा है

"," Unique looks shows CD that one day dinanath in which sex with unique on dinanath bed

",-1
" प्यार का पंचनामा जैसे अच्छी कॉमेडी बना चुके लव रंजन की आकाशवाणी आपको आजकल के बिंदास रेडियो स्टेशन जैसी फिल्मों के मुकाबले आकाशवाणी जैसी धीमी और थकी हुई फिल्म लगेगी

"," Postmortem of love as he made good comedy Luv Ranjan AIR you will slow and tired film such as voice over movies like cool radio station today

",-1
" प्यार नहीं करने के बावजूद जोया उससे गले मिलती है, गाल पर चुंबन देती है

"," Despite not loving Zoya get him a hug, gives kisses on the cheek

",-1
" प्रतीक अपने इस शौक को पूरा करने की चाह में इतना भी भूल गए कि पर्दे पर आने के शौक को पूरा करने से पहले उन्हें अपने लुक पर भी थोड़ा बहुत गौर करना चाहिए था

"," The symbol was completing his hobbies were so forget trying to fulfill that passion come on screen before they should even consider a little bit on my looks

",-1
" प्रिंस इंद्रजीत सिंह (इरफान खान) के पूर्वजों को आदित्य के पूर्वजों ने मारा था, सो अब प्रिंस का मकसद आदित्य की बर्बादी और अपने पूर्वजों के खून का बदला लेना है

"," Prince Inderjit Singh (Irrfan Khan) had ancestors killed by Aditya ancestors, and now waste the cause of Prince Aditya and to avenge the blood of our ancestors

",-1
" प्रियंका इन दोनों के सामने जब भी नजर आई, एक स्कूल टीचर स्टाइल में इन्हें ज्ञान देती नजर आई

"," Priyanka was also seen when in front of these two, there was a school teacher gives them knowledge styling eye

",-1
" प्रियंका के फ्लैट में रहने के बावजूद शम्मी उसे अपने बचपन की दोस्त से ज्यादा कुछ नहीं मानता

"," Despite living in the apartment of actress Shammi does nothing more with her childhood friend

",-1
" प्रियंका के फ्लैट में रहने के बावजूद शम्मी उसे अपने बचपन की दोस्त से ज्यादा कुछ नहीं मानता

"," Despite living in the apartment of actress Shammi does nothing more with her childhood friend

",-1
" प्रिया आनंद को ज्यादा फुटेज नहीं मिलीं

"," Priya were not much footage to enjoy

",-1
" प्रीति का भाई विशाल एक दिन अंशुल की हत्या कर देता है

"," Brother's love makes giant-killing of a day Anshul

",-1
" प्रीति के पिता एक राजनीतिक पार्टी के दिग्गज नेता हैं और इन्हें किसी भी सूरत में प्रीति और अंशुल का आपस में मिलना जुलना पसंद नहीं है

"," Preeti's father is a political party leader and not like they supposed to mingle the love in any case and Anshul

",-1
" अन्य कलाकारों में सौरभ शुक्ला और जाकिर हुसैन ठीक रह, वहीं दर्शन जरीवाला जैसे मंजे हुए कलाकार को डायरेक्टर ने कमजोर किरदार में वेस्ट किया

"," Other artists Saurabh Shukla and Zakir Hussain was fine, the philosophy director versatile artist Jariwala made West weak character

",-1
" प्रेम त्रिकोण, कॉमिडी और ऐक्शन के बीच झूलती यह लव स्टोरी एक ऐसे मोड़ पर पहुंचती है जहां रोमियो और शिवराज एक-दूसरे के दुश्मन बन जाते हैं

"," Love Triangle, swinging the love story between comedy and action reaches a point where there are Romeo and Shivraj become enemies of each other

",-1
" प्रॉपर्टी डीलर पिंकी सिंह के किरदार को बेवजह खींचा गया है

"," Property has drawn inexplicably to the role of dealer Pinky Singh

",-1
" प्रॉब्लम यह है कि क्लाइमेक्स में आखिर यह फिल्म आपको क्या दिखाना या बताना चाहती है, वह साफ ही नहीं हुई है

"," Problem is that the climax at the end of the movie you want to do to show or tell, it was not clear

",-1
" फराह खान और शाह रुख खान की पिछली दोनों फिल्में 'मैं हूं ना' और 'ओम शांति ओम' से कमजोर फिल्म है 'हैप्पी न्यू ईयर'

"," Farah Khan and the last two of Shah Rukh Khan movies' I do 'and' Om Shanti weak film Om 'Happy New Year'

",-1
" फराह खान ने अन्य कलाकारों की प्रतिभाओं की भी फिजूलखर्ची की है

"," Farah Khan is also squandering the talents of other artists

",-1
" फराह खान ने अपने लेखकों और क्रिएटिव टीम के अन्य सदस्यों के सहयोग से एक भव्य, आकर्षक, लार्जर दैन लाइफ फिल्म बनाई है, जिसमें हिंदी फिल्मों के सभी प्रचलित फॉर्मूले बेशर्मी के साथ डाले गए हैं

"," Farah Khan entered with shamelessly all common formula of its authors and a grand collaboration with other members of the creative team, exotic, larger than life film is formed, in which Hindi films

",-1
" फर्क यह है कि इस बार अनुपम खेर का चरित्र भ्रष्ट है

"," The difference is that this time Anupam Kher's character is corrupt

",-1
" फर्स्ट हाफ थोड़ा और बेहतर हो सकता है

"," First half is a bit more could have been better

",-1
" फाइट सीन में दीवार कार्डबोर्ड की नजर आती है

"," Fight scene in visible wall cardboard

",-1
" फाइव स्टार होटल में रूकता है और रात को पब में महंगी शराब पीता है

"," Five-star hotel stays and drink expensive wine in the pub the night

",-1
" अपना राजनीतिक प्रभाव कायम रखने के लिए वे जोया और परमा की हत्या करना चाहते है

"," To maintain its political influence they want to kill Zoya and Parma

",-1
" फिर एक घटना के दौरान रघु की हत्या करने की कोशिश की जाती   है लेकिन वह बच जाता है और अब केमिकल रियेक्शन की वजह से अदृश्य अवस्था में रहकर रघु अपने खिलाफ हुए षड्यंत्र का बदला   लेता है

"," Then he would try to kill Raghu during an incident but he survived and is now living Raghu invisible state due to Chemical Reaction takes revenge plot against her

",-1
" फिर भी हीरो-हिरोइन के रोमांस और उनके बीच डांस का तड़का लगाने के लिए गाने फिट किए गए, जो थिएटर से निकलने के बाद हर कोई भूल जाता है

"," Yet it is made to fit songs to romance the hero-heroine and choppy dance between them, which everyone forgets after leaving the theater

",-1
" फिर भी 'हैप्पी न्यू ईयर'  के डांस सीक्वेंस प्रभावित नहीं करते

"," Still, ""do not affect the dance sequence of 'Happy New Year'

",-1
" फिल्म 6-5=2 नाम से भले ही चौंकाए लेकिन सिनेमाहॉल में बहुत निराश करती है

"," Is very disappointed even though Chaunkaa but cinema film 6-5 = 2 Name

",-1
" फिल्म उस एपिसोड की भांति है जिसे आप रिजेक्ट कर देते हैं

"," The film, like the episodes that we have to reject

",-1
" फिल्म ओवर बजट जा रही है इसलिए दूसरे लड़के को फिल्म के लिए पैसे मांगने पड़ते हैं

"," The film is over to budget so other guys have to give him money for the film

",-1
" फिल्म और फिल्म इंडस्ट्री को लेकर किए गए सचिन के मजाक भी बेहद बुरे हैं

"," Film and jokes Sachin made about the industry are extremely bad

",-1
" फिल्म का अंत भी कमजोर है जिसमें आम आदमी भ्रष्ट पुलिस ऑफिसर और नेता को थप्पड़ जमाते हुए कहता है कि उसका ये तमाचा सिस्टम पर है

"," The end of the film is too weak with the common man, saying Jamaat slap corrupt police officer and leader that he is to slap System

",-1
" फिल्म का अंत भी बहुत रोचक नहीं है

"," The film's ending is not very interesting

",-1
" फिल्म का क्लाइमेक्स उस मोड़ पर होता है जो दर्शकों की बड़ी क्लास को शायद मंजूर ना हो

"," The film's climax takes place at that stage, which may grant it the largest class of audience

",-1
" अपनी इस फिल्म में सुमन ने बेटे को खोने का दर्द बताने की अच्छी कोशिश की है, लेकिन निर्देशन की फील्ड में शेखर सुमन ने कुछ ज्यादा गलतियां की हैं

"," Is your film Suman's best to tell of losing son pain, but Shekhar directed field Suman has a few more mistakes

",-1
" फिल्म का क्लाइमेक्स कुछ ज्यादा ही लंबा हो गया है तो कहानी के सबसे अहम मोड़, बाला और विक्रम की दोस्ती में दरार को अब्बास दमदार ढंग से पेश नहीं कर पाए

"," The film's climax did something not present too has long then the turning point of the story, cracks in Bala and Vikram friendship Abbas powerful manner

",-1
" फिल्म का क्लाइमेक्स भी निराश करता है

"," The film's climax is also disappointed

",-1
" फिल्म का गीत-संगीत प्रभावशाली नहीं है

"," Film soundtrack music is not impressive

",-1
" फिल्म का दूसरा हिस्सा कुछ खींचा हुआ सा लगता है

"," The second part of the film takes a distillate bit

",-1
